product_id,product_type,timestamp,actual_price,promotional_price,max_discount,min_price,competitor1,competitor2,competitor3,competitor4,competitor5,max_predicted_price_range,min_predicted_price_range,base_predicted_price
product415,headphones,1700698181.6080253,381.31,325.92,42.68,338.63,338.84,363.92,338.63,362.96,347.99,350.94,325.76,333.72
product416,beverages,1700672296.8417866,1.98,1.71,0.24,1.74,1.74,1.94,1.8399999999999999,1.8399999999999999,1.8399999999999999,1.69,1.72,1.76
product417,headphones,1700665578.272975,122.22,105.01,16.78,105.44,109.19,105.44,107.315,107.315,107.315,264.08,101.8,107.69
product418,headphones,1700614027.5960245,150.34,127.88,22.38,127.96,131.65,142.17,133.05,127.96,129.12,264.08,126.09,128.12
product419,smartphones,1700546877.8263614,671.24,588.55,82.83,588.41,620.68,659.82,665.91,660.56,588.41,634.57,589.54,595.15
product420,beverages,1700478774.814956,2.64,2.25,0.39,2.25,2.54,2.45,2.5,2.25,2.35,54.12,2.18,2.37
product421,headphones,1700458166.852451,254.27,230.71,32.04,222.23,240.63,222.23,231.43,231.43,231.43,264.08,219.43,224.48
product422,beverages,1700374048.848887,3.28,2.79,0.4,2.88,2.99,2.88,3.18,3.22,2.89,264.08,2.79,2.72
product423,electronics,1700297410.2486265,312.2,274.09,41.57,270.63,272.61,270.63,293.79,278.03,311.96,274.83,270.99,274.3
product424,electronics,1700261016.819689,846.14,793.59,119.0,727.14,727.14,777.55,752.345,752.345,752.345,793.59,699.29,771.8
product425,beverages,1700238059.6711297,2.86,2.46,0.37,2.49,2.85,2.49,2.58,2.75,2.58,2.4,2.45,2.53
product426,headphones,1700174582.8032691,278.22,246.17,36.9,241.32,256.76,241.32,249.04,249.04,249.04,267.18,229.94,243.47
product427,beverages,1700113518.7684643,1.44,1.33,0.15,1.29,1.41,1.29,1.35,1.35,1.35,55.77,1.24,1.28
product428,headphones,1700042290.1235137,202.7,172.68,29.82,172.88,172.88,186.06,190.46,186.47,193.89,264.08,172.19,174.54
product429,electronics,1700025544.2474258,311.75,291.55,37.94,273.81,273.81,293.34,283.575,283.575,283.575,290.41,269.09,282.57
product430,beverages,1700001615.7989438,1.46,1.26,0.21,1.25,1.32,1.25,1.44,1.4,1.28,55.77,1.3,1.35
product431,smartphones,1699953739.5320497,586.37,510.84,85.1,501.27,580.29,516.78,564.77,501.27,566.46,539.0,494.42,513.17
product432,electronics,1699936147.2976613,895.97,800.54,126.91,769.06,771.38,869.84,815.54,781.36,769.06,801.67,699.29,777.08
product433,beverages,1699882867.6232295,1.3,1.17,0.17,1.13,1.2,1.13,1.165,1.165,1.165,2.39,1.08,1.12
product434,headphones,1699858092.925406,372.78,323.93,53.45,319.33,336.1,319.33,327.71500000000003,327.71500000000003,327.71500000000003,329.83,322.57,327.65
product435,electronics,1699778933.1140792,1864.11,1628.47,264.86,1599.25,1707.03,1599.25,1611.37,1665.18,1788.84,1647.81,1584.98,1619.68
product436,beverages,1699770156.9993198,1.57,1.45,0.22,1.35,1.54,1.35,1.445,1.445,1.445,51.07,1.29,1.41
product437,electronics,1699738936.2465892,299.17,256.01,39.32,259.85,259.85,273.01,273.95,296.15,266.43,270.2,249.21,256.38
product438,smartphones,1699696121.0381336,775.05,660.01,36.75,738.3,738.3,770.81,754.555,754.555,754.555,707.39,589.51,678.23
product439,electronics,1699653127.968961,1327.93,1135.49,150.36,1177.57,1267.42,1234.84,1177.57,1200.51,1317.72,1171.68,1148.01,1153.51
product440,beverages,1699615809.2697778,1.0,0.87,0.12,0.88,0.95,0.88,0.9,0.91,0.89,2.39,0.87,0.97
product441,smartphones,1699535787.4762063,1138.9,1092.42,43.79,1095.11,1095.11,1133.06,1114.085,1114.085,1114.085,1114.93,894.64,1065.77
product442,headphones,1699465243.9777205,142.95,121.62,16.16,126.79,126.79,128.18,139.25,142.86,137.3,264.08,119.22,122.8
product443,electronics,1699403327.2594843,441.16,383.36,32.92,408.24,423.89,408.24,416.065,416.065,416.065,383.52,384.32,381.09
product444,electronics,1699327988.0569282,1842.95,1584.64,267.14,1575.81,1676.56,1575.81,1821.67,1730.78,1829.08,1635.84,1584.98,1594.27
product445,smartphones,1699301394.7819538,708.24,625.1,69.96,638.28,693.7,646.31,638.28,669.46,639.33,647.33,589.54,627.75
product446,electronics,1699249946.7727864,328.57,285.16,42.38,286.19,290.74,286.19,299.36,311.85,300.64,284.47,278.55,283.8
product447,electronics,1699163585.7471266,1864.97,1609.55,240.9,1624.07,1707.14,1639.75,1637.22,1624.07,1779.3,1612.76,1609.88,1615.25
product448,beverages,1699091815.64526,1.31,1.12,0.16,1.15,1.22,1.26,1.15,1.28,1.23,2.25,1.12,1.16
product449,electronics,1699009398.4304078,555.18,492.25,76.51,478.67,514.49,529.98,486.34,540.07,478.67,521.47,450.92,489.74
product450,beverages,1698971706.8723764,3.36,2.96,0.33,3.03,3.13,3.31,3.21,3.08,3.03,213.52,2.58,3.12
product451,beverages,1698952488.921559,1.4,1.2,0.21,1.19,1.21,1.19,1.2,1.2,1.2,1.2,1.2,1.23
product452,smartphones,1698868316.7751722,512.85,448.76,54.09,458.76,491.51,458.76,495.7,506.07,497.77,459.77,459.8,460.1
product453,electronics,1698814860.083232,832.36,722.73,124.64,707.72,740.9,707.72,724.31,724.31,724.31,722.76,699.29,726.12
product454,electronics,1698735125.526562,824.59,782.12,30.68,793.91,793.91,799.53,796.72,796.72,796.72,782.06,589.51,755.85
product455,headphones,1698662123.6314566,138.29,124.44,16.29,122.0,129.47,131.04,136.06,122.0,123.24,264.08,119.87,125.22
product456,beverages,1698602399.4305468,2.48,2.17,0.3,2.18,2.36,2.34,2.18,2.33,2.4,2.26,2.06,2.18
product457,beverages,1698580053.8241622,1.01,0.86,0.14,0.87,0.94,0.93,0.89,1.0,0.87,2.39,0.87,0.97
product458,electronics,1698496860.39302,429.74,366.29,53.7,376.04,376.04,378.02,414.91,426.59,392.69,370.94,361.1,365.61
product459,smartphones,1698417782.1776004,1084.87,970.52,132.08,952.79,982.47,984.44,952.79,1043.13,1067.25,970.01,735.56,966.33
product460,beverages,1698346119.8970876,1.68,1.43,0.23,1.45,1.61,1.59,1.45,1.51,1.67,5.49,1.36,1.45
product461,beverages,1698306685.9671228,2.41,2.22,0.26,2.15,2.15,2.32,2.235,2.235,2.235,6.39,1.99,2.19
product462,electronics,1698277089.265025,458.44,436.16,5.0,453.44,454.63,453.44,454.03499999999997,454.03499999999997,454.03499999999997,437.62,398.23,425.23
product463,headphones,1698209151.282478,316.19,284.66,43.7,272.49,272.49,315.97,294.23,294.23,294.23,281.14,272.4,276.2
product464,electronics,1698178473.0903645,1184.1,1018.58,102.31,1081.79,1174.69,1152.34,1138.78,1089.12,1081.79,1105.58,901.2,1031.41
product465,beverages,1698096218.624199,1.53,1.33,0.19,1.34,1.47,1.34,1.35,1.38,1.45,51.07,1.32,1.39
product466,headphones,1698080863.134027,292.24,274.28,27.22,265.02,266.46,265.02,265.74,265.74,265.74,272.63,252.89,266.04
product467,electronics,1698002176.5179756,473.8,402.97,37.86,435.94,455.33,448.06,447.02,435.94,460.57,404.57,403.24,416.92
product468,headphones,1697916356.63209,152.03,133.55,21.44,130.59,131.16,130.59,134.07,138.11,145.38,264.08,133.4,134.0
product469,headphones,1697887425.1370463,354.55,302.27,50.13,304.42,304.42,306.85,305.635,305.635,305.635,306.02,292.69,301.72
product470,beverages,1697856707.391074,1.96,1.8,0.17,1.79,1.79,1.91,1.79,1.84,1.95,1.69,1.66,1.75
product471,headphones,1697825075.2015948,359.87,310.28,52.53,307.34,339.65,359.16,307.34,343.72,319.91,323.73,303.85,310.25
product472,beverages,1697820829.202513,1.66,1.48,0.09,1.57,1.57,1.62,1.5950000000000002,1.5950000000000002,1.5950000000000002,22.79,1.4,1.47
product473,beverages,1697806961.1956916,3.26,2.8,0.41,2.85,2.9,2.85,3.18,3.21,3.08,114.05,2.7,2.12
product474,beverages,1697735204.964357,1.52,1.3,0.21,1.31,1.41,1.5,1.47,1.31,1.33,48.31,1.3,1.34
product475,electronics,1697667085.8814995,1418.76,1349.55,140.12,1278.64,1278.64,1377.21,1327.9250000000002,1327.9250000000002,1327.9250000000002,1386.07,1126.24,1330.05
product476,beverages,1697607037.3587046,2.38,2.03,0.22,2.16,2.27,2.16,2.215,2.215,2.215,4.69,2.0,2.08
product477,headphones,1697525099.8151696,300.64,270.9,44.79,255.85,286.34,274.54,280.9,286.76,255.85,270.2,245.34,261.38
product478,smartphones,1697493702.3505225,907.35,861.58,134.32,773.03,795.08,773.03,784.0550000000001,784.0550000000001,784.0550000000001,861.63,699.29,823.77
product479,beverages,1697485903.6327307,3.35,2.87,0.42,2.93,2.95,2.93,3.18,3.35,3.34,264.08,2.67,2.79
product480,electronics,1697412355.6594296,1891.58,1724.97,188.66,1702.92,1757.44,1702.92,1730.18,1730.18,1730.18,1762.35,1673.47,1678.96
product481,smartphones,1697405413.5219393,744.79,638.87,102.95,641.84,669.08,728.18,707.74,668.15,641.84,677.63,589.54,651.8
product482,smartphones,1697319595.646625,767.38,664.37,110.92,656.46,744.56,677.63,656.46,745.93,722.36,710.67,594.93,665.99
product483,smartphones,1697276542.724777,649.39,560.88,94.98,554.41,593.27,593.6,620.13,607.22,554.41,565.22,545.58,561.82
product484,beverages,1697245895.411651,1.57,1.44,0.07,1.5,1.5,1.56,1.53,1.53,1.53,43.62,1.41,1.45
product485,headphones,1697178221.1161451,250.08,223.82,23.99,226.09,226.09,230.18,238.91,231.35,228.45,264.08,219.75,224.78
product486,headphones,1697144273.8898163,123.53,112.74,16.67,106.86,107.09,123.13,106.86,108.93,120.66,264.08,107.36,111.12
product487,smartphones,1697093683.7389946,702.8,609.16,72.57,630.23,630.23,655.22,642.725,642.725,642.725,648.17,589.54,626.78
product488,smartphones,1697051608.50734,1071.07,921.38,131.09,939.98,1027.18,940.93,939.98,1058.02,981.28,948.66,714.29,935.67
product489,headphones,1697028706.5195198,382.66,342.23,45.96,336.7,336.7,373.27,377.33,359.27,343.03,350.64,326.13,339.63
product490,beverages,1696958238.6601207,2.04,1.81,0.24,1.8,1.94,1.8,1.87,1.87,1.87,7.69,1.76,1.8
product491,electronics,1696908927.192176,1014.39,885.83,82.23,932.16,932.16,942.11,937.135,937.135,937.135,952.67,709.33,897.01
product492,electronics,1696901078.8586254,853.96,730.9,122.88,731.08,826.72,744.24,731.08,733.88,826.5,772.35,699.29,743.32
product493,beverages,1696859189.162125,1.25,1.08,0.16,1.09,1.09,1.23,1.09,1.25,1.15,2.25,0.93,1.06
product494,headphones,1696813602.639766,208.9,180.66,27.15,181.75,198.97,181.75,195.15,185.46,206.23,264.08,181.24,182.15
product495,electronics,1696741224.856421,1983.22,1705.52,165.09,1818.13,1874.16,1923.53,1818.13,1829.34,1861.62,1752.61,1660.67,1713.08
product496,headphones,1696720680.9830096,289.2,253.59,41.84,247.36,247.36,259.82,261.51,274.82,258.26,267.18,236.45,253.77
product497,headphones,1696643881.1018095,303.1,268.82,42.59,260.51,296.19,295.46,260.51,264.3,297.45,273.71,262.5,266.77
product498,electronics,1696561434.1241882,1074.55,937.13,106.74,967.81,1040.37,973.68,973.23,1019.43,967.81,967.44,714.29,963.54
product499,headphones,1696503599.8553972,151.94,134.91,20.23,131.71,132.55,142.71,147.52,131.71,150.81,264.08,133.42,134.33
product500,electronics,1696492524.963631,1449.37,1240.58,188.23,1261.14,1368.1,1261.14,1265.14,1398.71,1330.81,1333.21,1205.27,1283.59
product501,headphones,1696475772.988471,313.2,275.31,41.6,271.6,302.03,273.96,307.59,271.6,309.09,274.83,275.19,274.13
product502,electronics,1696440911.9154823,199.68,180.34,4.11,195.57,195.57,196.65,196.11,196.11,196.11,264.08,180.34,178.55
product503,electronics,1696385687.3908055,1399.63,1292.15,161.35,1238.28,1283.77,1238.28,1261.025,1261.025,1261.025,1293.94,1193.42,1290.05
product504,smartphones,1696373905.1647966,591.49,506.69,56.86,534.63,562.58,534.63,548.605,548.605,548.605,524.49,508.1,511.05
product505,smartphones,1696351876.5838962,535.76,456.75,80.06,455.7,455.7,504.82,480.26,480.26,480.26,506.31,415.37,458.23
product506,beverages,1696328538.830433,2.38,2.14,0.33,2.05,2.05,2.2,2.14,2.22,2.19,5.87,2.04,2.14
product507,electronics,1696250193.3994627,316.32,270.0,40.81,275.51,304.58,275.51,290.04499999999996,290.04499999999996,290.04499999999996,282.6,267.55,273.54
product508,electronics,1696184973.9677737,599.39,561.85,71.78,527.61,527.61,537.53,532.5699999999999,532.5699999999999,532.5699999999999,559.18,514.88,541.42
product509,smartphones,1696146158.5380764,971.27,839.31,143.02,828.25,828.25,833.68,920.88,903.83,915.98,925.96,699.29,841.48
product510,electronics,1696129575.8130364,702.68,641.61,98.2,604.48,682.62,625.64,692.54,604.48,671.25,641.64,589.54,635.72
product511,electronics,1696119239.950053,814.4,696.7,90.24,724.16,780.55,732.63,754.19,771.07,724.16,725.09,594.93,703.89
product512,beverages,1696060502.727392,1.17,1.01,0.16,1.01,1.09,1.15,1.06,1.02,1.01,2.39,0.89,1.0
product513,smartphones,1696025211.9519,742.43,650.11,101.75,640.68,729.13,640.94,717.84,686.79,640.68,669.32,594.93,642.36
product514,electronics,1696010534.0497212,1059.78,912.5,132.82,926.96,930.62,1011.43,931.48,934.85,926.96,976.38,709.33,936.94
product515,electronics,1695983157.978622,1879.55,1765.0,265.94,1613.61,1721.3,1613.61,1667.455,1667.455,1667.455,1764.24,1584.98,1670.65
product516,beverages,1695970202.1837971,3.27,2.8,0.47,2.8,2.8,2.87,2.95,2.91,3.08,114.05,1.73,2.7
product517,electronics,1695923074.0417812,1867.21,1630.5,235.86,1631.35,1833.09,1675.92,1722.26,1637.07,1631.35,1654.54,1627.8,1622.12
product518,beverages,1695858340.344864,1.68,1.43,0.23,1.45,1.61,1.64,1.47,1.66,1.45,5.49,1.43,1.45
product519,headphones,1695773015.3566284,354.48,301.4,37.19,317.29,317.29,330.5,351.3,319.21,324.17,322.01,300.81,303.16
product520,electronics,1695726367.7730677,1769.22,1511.35,253.14,1516.08,1724.65,1637.76,1658.38,1516.08,1576.66,1549.14,1498.13,1545.68
product521,electronics,1695705614.7347946,439.06,392.95,23.7,415.36,415.36,437.72,426.54,426.54,426.54,391.5,376.91,382.48
product522,headphones,1695668284.9395683,219.93,188.63,22.45,197.48,197.48,197.89,217.85,200.63,207.33,264.08,199.17,195.89
product523,smartphones,1695611100.919829,524.07,471.67,25.21,498.86,518.63,498.86,508.745,508.745,508.745,503.57,465.54,471.46
product524,headphones,1695594879.6247633,310.51,270.2,45.62,264.89,264.89,274.92,296.11,267.14,291.71,270.2,267.61,268.63
product525,headphones,1695537512.5769355,287.91,246.71,27.79,260.12,286.83,260.12,273.475,273.475,273.475,267.1,246.71,251.31
product526,smartphones,1695499387.4004493,1122.34,957.51,160.42,961.92,961.92,1071.27,1113.68,1017.57,998.77,992.56,911.16,978.95
product527,beverages,1695495543.735284,3.16,2.72,0.37,2.79,3.08,2.93,2.8,2.82,2.79,2.4,2.76,2.74
product528,headphones,1695448121.2379456,174.61,148.61,21.18,153.43,163.06,153.43,161.21,165.52,156.88,264.08,147.98,151.91
product529,headphones,1695428543.0595129,300.57,269.07,38.07,262.5,290.8,262.5,276.65,276.65,276.65,270.2,257.84,257.55
product530,electronics,1695372710.7314188,553.16,491.34,72.23,480.93,480.93,481.74,481.33500000000004,481.33500000000004,481.33500000000004,522.7,439.3,485.59
product531,electronics,1695302591.701418,1973.04,1782.74,219.53,1753.51,1814.51,1812.58,1753.51,1927.84,1831.6,1793.65,1646.1,1726.01
product532,headphones,1695260989.639065,155.98,134.38,19.24,136.74,154.3,136.87,143.83,136.74,153.16,264.08,132.98,137.64
product533,beverages,1695201235.9290843,2.38,2.1,0.17,2.21,2.21,2.33,2.27,2.27,2.27,4.71,1.95,2.12
product534,electronics,1695141425.331269,333.93,284.43,37.74,296.19,305.27,296.19,328.09,324.51,306.98,308.05,283.21,284.45
product535,headphones,1695122411.7656183,191.0,179.79,15.95,175.05,179.33,175.05,177.19,177.19,177.19,264.08,166.35,171.56
product536,smartphones,1695112266.9209194,854.91,749.47,108.85,746.06,796.66,781.84,746.06,851.12,820.53,783.41,699.29,749.65
product537,electronics,1695092158.2423494,930.29,798.5,136.69,793.6,820.13,793.6,886.58,803.95,844.8,860.6,699.29,816.41
product538,electronics,1695049774.7507062,701.44,604.72,100.02,601.42,601.42,604.16,625.0,651.26,604.86,638.76,564.87,603.97
product539,headphones,1695012166.7470884,163.8,144.71,21.67,142.13,142.13,153.02,147.575,147.575,147.575,264.08,140.83,144.01
product540,headphones,1694951061.6717918,298.96,255.5,39.67,259.29,265.08,280.0,295.03,259.29,287.73,270.2,255.89,258.39
product541,electronics,1694901159.9358978,217.29,185.43,26.37,190.92,190.92,198.8,194.86,194.86,194.86,264.08,185.63,190.08
product542,electronics,1694891193.5031922,1082.75,950.35,112.79,969.96,1004.89,1034.48,969.96,1042.23,1066.58,965.34,735.56,946.92
product543,smartphones,1694847282.4918776,573.13,487.85,74.59,498.54,551.76,536.19,556.82,560.21,498.54,544.95,500.44,508.31
product544,beverages,1694828115.1711545,2.31,1.98,0.26,2.05,2.05,2.1,2.16,2.14,2.14,2.11,1.98,2.1
product545,electronics,1694820379.7919924,623.66,530.52,67.51,556.15,574.23,556.15,576.13,561.32,590.38,574.71,532.44,538.69
product546,headphones,1694750346.7058272,362.15,316.74,43.08,319.07,346.56,325.23,333.62,342.72,319.07,340.61,305.0,318.95
product547,smartphones,1694678692.1207483,1183.39,1107.55,131.54,1051.85,1131.75,1051.85,1091.8,1091.8,1091.8,1108.24,901.2,1082.64
product548,beverages,1694646206.9178364,2.81,2.74,0.38,2.43,2.43,2.61,2.52,2.52,2.52,53.48,2.36,2.7
product549,electronics,1694612321.6853626,1378.3,1178.59,99.52,1278.78,1278.78,1344.99,1360.58,1285.77,1315.98,1359.37,1089.19,1299.79
product550,smartphones,1694551139.5033734,1203.97,1042.15,127.08,1076.89,1076.89,1189.77,1119.86,1190.63,1154.7,1136.35,854.33,1092.17
product551,headphones,1694528308.5617037,239.61,213.63,35.38,204.23,204.36,204.23,204.29500000000002,204.29500000000002,204.29500000000002,264.08,207.55,213.34
product552,smartphones,1694449872.7294772,1281.99,1124.7,140.09,1141.9,1161.67,1141.9,1151.785,1151.785,1151.785,1137.84,970.32,1133.98
product553,headphones,1694383587.2198184,241.74,216.27,24.9,216.84,229.4,216.84,234.88,230.76,233.3,264.08,215.91,213.74
product554,beverages,1694372366.9729958,1.02,0.88,0.15,0.87,0.95,0.88,0.98,0.9,0.87,2.39,0.88,0.97
product555,electronics,1694329779.4238763,920.31,823.43,103.78,816.53,834.43,816.53,822.82,863.55,850.69,860.18,699.29,811.66
product556,smartphones,1694325414.4119804,564.93,499.09,48.0,516.93,546.74,516.93,529.38,557.21,527.68,514.62,488.77,498.53
product557,smartphones,1694318023.013471,890.52,806.22,98.78,791.74,819.58,791.74,805.6600000000001,805.6600000000001,805.6600000000001,806.21,699.29,789.95
product558,headphones,1694234099.3747866,144.01,125.55,12.61,131.4,141.92,139.83,132.24,131.4,132.18,264.08,124.88,125.77
product559,headphones,1694152805.6489887,320.07,279.86,41.12,278.95,308.26,300.42,278.95,296.95,290.79,288.8,277.84,279.9
product560,beverages,1694138436.4402614,1.79,1.57,0.27,1.52,1.52,1.56,1.57,1.66,1.67,5.49,1.56,1.63
product561,headphones,1694110826.779646,111.0,103.36,3.25,107.75,107.75,110.07,108.91,108.91,108.91,264.08,102.1,103.6
product562,electronics,1694050931.5913386,1833.4,1570.61,218.3,1615.1,1699.4,1830.64,1615.1,1811.93,1672.27,1659.58,1474.01,1588.39
product563,headphones,1694016367.1143804,153.25,142.0,19.3,133.95,147.56,133.95,140.755,140.755,140.755,264.08,133.32,138.18
product564,headphones,1694012399.1518996,350.47,301.48,47.74,302.73,314.93,302.73,308.83000000000004,308.83000000000004,308.83000000000004,305.43,293.99,296.83
product565,beverages,1693992361.3972182,1.93,1.66,0.26,1.67,1.84,1.67,1.75,1.73,1.93,6.34,1.62,1.67
product566,electronics,1693985737.878261,1713.79,1464.49,232.41,1481.38,1489.9,1549.91,1495.41,1627.38,1481.38,1489.5,1419.19,1473.58
product567,beverages,1693944155.9495585,2.39,2.04,0.35,2.04,2.33,2.04,2.07,2.09,2.23,8.65,2.04,2.1
product568,beverages,1693880766.9198618,2.58,2.25,0.29,2.29,2.52,2.36,2.29,2.43,2.52,2.92,2.12,2.26
product569,smartphones,1693811352.0612383,913.25,834.87,72.6,840.65,840.65,892.98,866.815,866.815,866.815,852.65,699.29,826.06
product570,beverages,1693728959.2539208,1.03,0.88,0.15,0.88,1.01,0.96,0.98,0.97,0.88,2.39,0.88,0.97
product571,beverages,1693696379.1369562,2.2,2.07,0.27,1.93,2.07,1.93,2.0,2.0,2.0,2.37,1.85,1.94
product572,beverages,1693624426.8024085,2.35,2.11,0.3,2.05,2.24,2.16,2.05,2.12,2.16,5.51,2.04,2.1
product573,beverages,1693542418.3237283,2.3,2.16,0.26,2.04,2.04,2.14,2.09,2.09,2.09,2.11,1.98,2.1
product574,smartphones,1693528707.84788,1017.34,879.23,74.16,943.18,998.35,943.18,970.765,970.765,970.765,947.66,714.29,913.71
product575,electronics,1693454870.004975,1273.93,1096.46,182.52,1091.41,1217.31,1091.41,1184.63,1211.31,1094.27,1138.81,1056.71,1103.01
product576,smartphones,1693404295.068623,1262.73,1137.4,176.26,1086.47,1242.55,1163.94,1132.84,1086.47,1119.86,1155.5,1056.67,1118.32
product577,beverages,1693320709.9399154,1.01,0.86,0.14,0.87,0.9,0.87,0.94,0.9,0.95,2.39,0.87,0.97
product578,electronics,1693290847.6038542,452.9,402.87,53.22,399.68,399.68,443.13,420.26,414.14,430.95,402.79,403.12,401.0
product579,electronics,1693225605.1097677,1096.13,975.8,95.38,1000.75,1000.75,1087.93,1044.3400000000001,1044.3400000000001,1044.3400000000001,986.67,735.56,955.66
product580,beverages,1693189997.1853895,1.79,1.59,0.26,1.53,1.57,1.67,1.63,1.53,1.64,5.49,1.56,1.61
product581,beverages,1693170686.4907613,2.06,1.77,0.31,1.75,1.95,1.75,1.85,1.85,1.85,6.74,1.75,1.82
product582,smartphones,1693087532.0217764,1265.51,1114.43,154.56,1110.95,1110.95,1172.79,1168.93,1241.67,1175.76,1135.89,1038.32,1098.75
product583,electronics,1693006233.0658865,537.78,473.92,31.22,506.56,506.56,527.44,517.0,517.0,517.0,476.2,459.65,470.75
product584,smartphones,1692986859.510205,1252.32,1147.91,69.86,1182.46,1183.37,1182.46,1182.915,1182.915,1182.915,1138.82,924.52,1127.47
product585,beverages,1692977025.4393668,2.74,2.37,0.41,2.33,2.33,2.63,2.37,2.52,2.55,53.48,2.4,2.21
product586,electronics,1692948824.1488192,579.33,543.6,65.95,513.38,513.38,522.21,517.7950000000001,517.7950000000001,517.7950000000001,543.12,495.05,526.49
product587,electronics,1692926135.5330963,452.72,395.96,61.51,391.21,418.06,399.27,405.19,391.21,424.8,446.27,384.24,387.88
product588,smartphones,1692858987.6182013,535.17,468.31,79.16,456.01,456.01,468.09,462.04999999999995,462.04999999999995,462.04999999999995,510.82,415.29,456.74
product589,electronics,1692855284.798771,1483.26,1306.61,201.96,1281.3,1458.57,1303.69,1298.58,1324.47,1281.3,1345.24,1281.21,1308.56
product590,smartphones,1692787617.349902,617.3,527.04,84.73,532.57,569.34,571.9,545.14,532.57,612.46,555.68,513.8,527.91
product591,beverages,1692756011.6343286,3.25,2.8,0.46,2.79,2.91,3.11,2.79,3.1,3.01,114.05,1.71,3.05
product592,electronics,1692727138.2236,1247.74,1097.73,128.92,1118.82,1218.05,1218.14,1118.82,1245.13,1189.43,1148.59,907.55,1119.96
product593,electronics,1692688974.2654238,1841.66,1583.56,165.94,1675.72,1816.63,1738.85,1675.72,1704.62,1834.47,1661.48,1488.58,1616.59
product594,smartphones,1692664472.7465243,774.43,710.63,79.97,694.46,694.46,743.91,731.29,767.01,723.26,731.17,589.54,695.57
product595,smartphones,1692607261.6978033,868.61,739.56,116.93,751.68,751.68,774.51,787.92,837.23,839.35,784.44,699.29,755.31
product596,beverages,1692534224.786529,3.45,3.12,0.29,3.16,3.16,3.16,3.16,3.16,3.16,213.24,2.33,3.65
product597,beverages,1692517085.7921696,1.74,1.54,0.23,1.51,1.72,1.67,1.51,1.74,1.61,5.49,1.52,1.55
product598,electronics,1692496204.5832226,772.84,670.23,66.64,706.2,706.2,713.03,709.615,709.615,709.615,710.62,589.54,668.64
product599,beverages,1692430584.624074,3.11,2.7,0.39,2.72,2.89,3.02,2.72,2.94,2.87,53.48,2.72,2.39
product600,headphones,1692413693.9353747,280.58,243.29,26.05,254.53,261.92,256.48,257.67,265.17,254.53,264.08,234.37,246.53
product601,headphones,1692327806.7863567,295.59,269.53,37.28,258.31,258.31,290.71,274.51,274.51,274.51,270.2,248.72,263.08
product602,smartphones,1692318907.7633493,616.39,530.48,48.84,567.55,576.46,591.58,569.33,567.55,590.18,539.23,508.0,528.77
product603,smartphones,1692248227.923619,1162.33,998.07,172.26,990.07,990.07,1146.38,1040.69,1106.49,1046.71,1104.86,927.51,1010.07
product604,electronics,1692163888.0286698,1710.39,1460.91,243.08,1467.31,1693.77,1556.78,1706.32,1551.12,1467.31,1541.74,1331.54,1471.69
product605,beverages,1692152252.3853085,1.04,0.96,0.15,0.89,0.89,0.97,0.91,1.03,1.02,2.39,0.88,0.97
product606,electronics,1692121063.7834845,448.33,384.69,65.88,382.45,447.3,399.1,412.39,382.45,390.98,446.32,384.24,385.84
product607,smartphones,1692095275.9164357,536.7,457.43,61.83,474.87,527.44,474.87,481.62,535.33,488.49,535.47,419.87,462.55
product608,beverages,1692074119.2212036,1.74,1.49,0.17,1.57,1.65,1.6,1.7,1.57,1.69,4.52,1.46,1.53
product609,headphones,1692002631.127347,376.25,322.09,45.06,331.19,374.34,346.29,375.01,331.19,335.46,354.56,321.98,324.72
product610,beverages,1691918212.0353258,1.68,1.56,0.17,1.51,1.51,1.58,1.545,1.545,1.545,4.52,1.45,1.51
product611,smartphones,1691905398.640649,901.63,778.67,132.42,769.21,769.21,781.55,829.19,825.6,838.11,798.87,699.29,775.62
product612,electronics,1691885740.120255,584.28,504.95,28.03,556.25,556.25,568.17,562.21,562.21,562.21,529.56,494.63,508.34
product613,smartphones,1691821398.292302,1141.93,993.17,160.29,981.64,981.64,1036.5,1091.29,1023.68,1043.4,1089.14,916.11,1006.39
product614,headphones,1691749596.6079714,135.54,115.63,13.25,122.29,128.37,132.29,122.29,128.09,122.37,264.08,119.01,118.63
product615,electronics,1691710002.708424,1766.06,1530.74,244.62,1521.44,1607.53,1681.42,1632.77,1620.35,1521.44,1540.88,1514.68,1521.13
product616,headphones,1691685277.4490705,113.27,96.96,8.63,104.64,104.64,111.38,108.00999999999999,108.00999999999999,108.00999999999999,264.08,94.87,101.03
product617,electronics,1691604701.1924627,810.51,692.72,115.5,695.01,732.78,695.01,751.78,725.76,788.43,711.35,594.93,695.07
product618,beverages,1691528250.7026374,2.84,2.47,0.39,2.45,2.45,2.82,2.68,2.5,2.5,53.48,2.38,2.87
product619,headphones,1691442753.7957897,123.83,112.19,14.23,109.6,111.93,109.6,110.765,110.765,110.765,264.08,106.42,108.65
product620,beverages,1691389497.719349,2.52,2.15,0.31,2.21,2.35,2.43,2.34,2.22,2.21,2.26,2.13,2.17
product621,smartphones,1691305099.7449045,1000.51,854.18,115.26,885.25,977.9,975.55,940.11,888.29,885.25,934.57,704.25,861.29
product622,headphones,1691256550.3245363,133.4,118.83,16.9,116.5,130.07,116.5,123.285,123.285,123.285,264.08,112.69,114.43
